#gene	EvC.norm.abs.stat
MRPL46	3.463115595
NCF2	3.462257491
SP3	3.461407813
MGP	3.461340355
COL5A3	3.459461583
PIAS1	3.456791537
PIKFYVE	3.45641823
CSPP1	3.455568666
F13B	3.453995146
UBAP2	3.452478644
RABEP1	3.451588535
SOCS4	3.451536053
CUL1	3.449948793
ARHGEF5	3.448694118
MAFB	3.448281563
MAP2K2	3.44766193
DUS1L	3.446657207
PSMD6	3.445698117
ZNF644	3.444731551
ABHD14A	3.444356289
NDUFC2	3.443036219
PTP4A3	3.44225674
ILVBL	3.442021845
CBLL1	3.4397789
PHPT1	3.439151864
PSMB9	3.438217637
GTF3C3	3.437022552
ZNRD1	3.434909489
CLDN14	3.434508577
NEK9	3.433940222
ATP5PF	3.433191917
HS2ST1	3.432676629
RAB24	3.43200593
VAMP5	3.431632788
DDX3Y	3.431519801
PARP12	3.431230454
CLIP1	3.43061361
LDLRAD3	3.42970665
USP36	3.429390338
AMOTL2	3.42928091
PARD6A	3.429105827
TMX3	3.427234051
SERTAD2	3.42719089
MCM2	3.42713593
PRDX3	3.426822179
ZNF394	3.426522829
MTOR	3.426485471
ZMYND11	3.426347699
AVL9	3.426045952
FUT11	3.425873761
BRD3	3.425803248
STAG2	3.425507266
SPG11	3.42508331
NUP214	3.424984532
C8orf76	3.421897041
FRAS1	3.420709794
MPP1	3.41965495
AKT1S1	3.41631589
POLE4	3.414157512
PKP4	3.413875746
TFCP2L1	3.413169828
SCRN2	3.412908639
KBTBD7	3.41259115
DCN	3.411899029
DGCR2	3.411101054
CDS2	3.410570129
RPL30	3.410347642
AP2A2	3.40894736
CFD	3.408601479
NEK4	3.408403341
S100A11	3.407891646
MTMR3	3.407873543
CELF2	3.407597995
ANKLE2	3.407267262
SSR2	3.407155858
ANXA3	3.40685
DPT	3.405784207
STMN1	3.405709264
CDC123	3.405490329
IER3IP1	3.404005299
USP15	3.402768099
GLTP	3.401215691
RBMS1	3.400495212
NAT8	3.4000934
UTY	3.399608174
BLNK	3.399300819
IFI30	3.398099602
CAB39	3.398077382
MMAA	3.395208777
MRPS16	3.395181313
MGMT	3.395074448
NEMF	3.394202116
SOCS6	3.39366031
AP3M1	3.393177311
TGDS	3.391861772
TUBA4A	3.391296711
SUMO2	3.389988596
ADCK5	3.389221312
MRPL34	3.389191637
HSD17B12	3.387424924
R3HDM1	3.386522706
ENTPD8	3.384710739
LANCL1	3.381044349
GPR12	3.380828298
CLEC4F	3.380528591
DDX19B	3.37952073
FNBP1L	3.378676994
RAP2C	3.378434377
NFU1	3.376810254
FLOT1	3.376706704
EVI2A	3.375294189
ADAR	3.375284661
AKR1B10	3.374370215
PCBD2	3.372978639
RBM27	3.372736222
ANKRD13C	3.372489801
SETD5	3.372176416
FANCM	3.372044005
SNX9	3.371903703
TSG101	3.371214047
CTCF	3.368414264
N4BP1	3.368265077
INO80	3.368214509
LSM10	3.367593255
ADNP2	3.367393504
ERLIN2	3.367337464
HAT1	3.367236756
CISH	3.36679853
KCMF1	3.364372247
KIAA1522	3.364243569
PSTPIP2	3.364015144
PDE4DIP	3.362824509
MRPL2	3.362448308
FMNL2	3.361678626
NDUFV1	3.359549425
UBQLN1	3.357515628
PRKRIP1	3.357482334
YTHDF2	3.355044223
SIK1	3.355002119
ZNF407	3.353895603
RPTOR	3.352364092
F9	3.351915897
NEK7	3.35080295
LAMTOR3	3.350622365
TNNC1	3.350426362
HIF1AN	3.350115386
CHDH	3.34995983
COQ7	3.349622514
NUP155	3.348009172
CLDN5	3.347759287
LACTB2	3.347269495
NDUFA1	3.346545627
CCDC80	3.345999169
TMX4	3.345879194
IL3RA	3.344723734
CDC42BPB	3.344361369
RAB11FIP1	3.344002346
ANXA6	3.343661282
STEAP3	3.343157204
TMCC3	3.343011496
ACAP2	3.342736569
NR6A1	3.342689895
GLIPR1	3.339722503
HSPB6	3.339081337
MRPL38	3.338431522
TMSB4X	3.338328748
RUNDC3A	3.33693734
C17orf49	3.334213099
TCF12	3.333959078
NFIA	3.333510601
ANK2	3.333296244
NSUN3	3.333194601
MRPS9	3.333141832
ACBD4	3.333012517
GSTP1	3.331477573
RELN	3.330219429
MIER3	3.33015128
COMMD9	3.328243294
PDCD4	3.327517203
PRRG2	3.325992333
HTATIP2	3.325665568
IFI35	3.325260192
ZNF592	3.324970674
TUBA1A	3.32496958
CLASP2	3.324771875
BCL9	3.32464767
PHF8	3.323798715
METAP1D	3.323484792
PHF12	3.323081629
GFRA1	3.322549417
ETV6	3.322073192
RNF43	3.321837763
SNRPA1	3.321804363
DENND1B	3.321375721
SMG6	3.32100826
PDZK1IP1	3.319827251
PCNP	3.31879451
RPL26	3.318078293
TUBA1C	3.317635381
SLC25A38	3.317602998
TMEM128	3.317375692
PPIE	3.316373201
UBE2A	3.314319005
SLC25A48	3.314007616
RAB14	3.313185128
ATR	3.311287451
NHSL1	3.310578872
SEC23IP	3.310284606
KIF24	3.309971869
PIR	3.309914693
TMOD4	3.309557564
HGD	3.306446815
AGRN	3.306204779
CGN	3.306040712
FERMT2	3.305543377
FXYD6	3.305080788
BBOX1	3.304003722
IMMP2L	3.303276629
RGS1	3.302324349
CNOT4	3.301934646
SLC25A3	3.301555374
PRELID1	3.300810582
SGTA	3.300240399
ABHD12	3.300163638
NFATC1	3.300129651
TRHDE	3.298115334
GGT5	3.297734455
TAF2	3.29405479
RNF7	3.292906915
FIBP	3.29196241
CUL4A	3.291815204
HOMER1	3.291310549
TUG1	3.290790613
SERPINA6	3.288477492
RNF186	3.288451696
TLE4	3.288375105
BHLHE40	3.288172986
ATP6V1B2	3.286482775
NUP205	3.286338
PDLIM2	3.2861637
GLCCI1	3.283851537
NORAD	3.28305042
LTBR	3.282728025
DHCR7	3.280679783
KHSRP	3.280525052
MOCS2	3.279443318
STAG1	3.277723143
ARHGAP24	3.277078156
ZNF629	3.276784334
C5orf24	3.276642355
U2AF1L4	3.276389352
UBXN2A	3.27613893
D2HGDH	3.275595181
MMD2	3.275378073
MMP23B	3.273690371
PIGN	3.273463631
BOLA3	3.273310967
C5orf51	3.273178885
PLD3	3.272835505
EXOSC8	3.272102555
TINF2	3.271996371
SYNGR1	3.271938411
ABTB2	3.271797386
SIRT3	3.271700374
NUBP1	3.271587227
ZFP91	3.27046507
SKIL	3.270216085
DGAT1	3.269275687
SIRT7	3.26892132
GBE1	3.26823861
CRYGN	3.267964276
TXNL1	3.267824391
B4GALT5	3.266990421
TOMM7	3.266780547
CXCL6	3.265706405
FEM1B	3.265374206
ARRB2	3.265288582
LMLN	3.264248689
SDHAF1	3.262415411
SLC11A1	3.262298963
C11orf1	3.261672634
CHM	3.260311749
RXRA	3.259611515
FCGR1A	3.259580274
IFRD1	3.25933753
ZNF800	3.257480605
KPNA4	3.257326896
ADRM1	3.256783944
SCAI	3.256613674
ZNF32	3.255309912
OAZ2	3.254787383
TGFBRAP1	3.254780375
MCAT	3.253790402
AARSD1	3.252963833
SRP14	3.252248406
THADA	3.251755903
ARHGEF18	3.251404935
CHERP	3.251181083
ARNTL	3.249866836
MTPN	3.248817527
CWC15	3.248387929
BAZ2B	3.246897123
COQ3	3.246736633
CTSE	3.246655652
RHBDD3	3.244870579
UCHL3	3.242776168
PIN1	3.242198817
ITGAL	3.24181451
TNPO3	3.241337712
FBXO30	3.24073184
ING4	3.240575665
DSTYK	3.239602348
SULT1D1P	3.239284857
RPL3	3.238902534
C1R	3.238170508
USO1	3.238007769
ACAA2	3.237698652
CDK9	3.23640446
ATE1	3.235425223
ESAM	3.235384229
ELOF1	3.235380135
MRI1	3.234402264
ACBD5	3.234029901
STAU1	3.231906234
AVEN	3.231791208
CMTM3	3.231178438
DNM1L	3.230261159
TMEM147	3.230017193
WDR11	3.22890537
MRPL48	3.228320715
EML5	3.227141949
SNRPD1	3.226983633
DDX5	3.226873942
TOR2A	3.226346081
DNAJB11	3.225384224
DHX40	3.225179485
SUMF2	3.225007753
ROR1	3.224533031
RNASEH2C	3.224503755
ATP1B1	3.22426337
FAM89A	3.223769118
CD72	3.223668629
TM4SF1	3.223209208
SEC24C	3.222304318
QDPR	3.220311263
TPD52L2	3.21905005
C12orf10	3.21829085
RILP	3.216555973
LAD1	3.215966935
IKBKB	3.214806106
TRAPPC1	3.214252727
ERH	3.212914258
MID2	3.210389214
CCDC115	3.209972637
MSH3	3.208956905
EEF1B2	3.208585027
SMARCAD1	3.208256488
IL4I1	3.208173382
BAX	3.207436325
TBCB	3.207118379
SURF2	3.204592156
HILPDA	3.204242531
DOCK1	3.203972342
CCDC12	3.203798562
ATAD1	3.203770761
ULK1	3.203448715
NABP2	3.201452484
CREBL2	3.20144388
BIN3	3.200773129
NT5DC3	3.200698095
PFN1	3.200655639
DACT2	3.200617225
FLT3LG	3.200410756
NEK8	3.20002055
CMAS	3.198235041
SACM1L	3.198146209
C9orf64	3.197842219
ECSCR	3.196413759
DSTN	3.195651963
ALOX5AP	3.19464749
CMTM7	3.194051065
ZNF260	3.19350631
DNAJC1	3.192309906
C15orf40	3.191326112
SLC35B4	3.190378077
PPP1R14B	3.189048883
POLL	3.188811527
PABPN1	3.1884612
RPS18	3.187305387
CTR9	3.187030467
STX17	3.185499479
TOR3A	3.184948928
NT5C	3.183765838
KLHDC2	3.183543217
SLC12A2	3.183200567
FBXL20	3.180972014
PPM1F	3.180786618
DYRK1A	3.180693128
NUMA1	3.18012733
MAOB	3.17927291
GAL3ST1	3.177909553
TPRKB	3.177203055
GTF3C2	3.176882322
DHPS	3.175227445
JAK2	3.174561424
STK38L	3.174251146
HLA-G	3.174162572
GSTM3	3.174078607
NAPA	3.173966664
ZNRF3	3.17353597
TLR5	3.173516527
PIK3CA	3.172766802
LY9	3.171969066
GSTZ1	3.171936794
XK	3.17138686
SNX8	3.171345935
GTF3A	3.170896234
THA1P	3.170369511
TFPT	3.170052623
PDIA3	3.169004175
DDX42	3.166734886
FBP1	3.166259934
ZBED4	3.166112473
ERCC6	3.165909553
CD151	3.165726402
TRAPPC3	3.16358177
ACSS1	3.161624359
HEBP1	3.160351955
MBTPS2	3.1603169
COPZ1	3.160206875
FKBP15	3.15994658
BSCL2	3.158191389
RC3H2	3.156379857
RPS13	3.156019421
ABCC6	3.155074078
PEF1	3.154856165
C17orf75	3.154631573
ZMYM4	3.154571233
ABHD16A	3.153756209
FUS	3.151991374
XYLB	3.151171787
BCKDK	3.149197923
MRPS14	3.148620689
SLC38A4	3.148036476
MAST4	3.147277613
METTL22	3.146968886
PCNT	3.146689436
ZNF787	3.146113124
SMAGP	3.145888267
ITGB1BP2	3.14581139
PLVAP	3.145616108
KRCC1	3.144414514
LMOD2	3.143514322
WDR48	3.140439798
RALGPS1	3.140395156
LMBR1L	3.140234422
KAT8	3.140117201
TMEM9	3.139307581
HNMT	3.139113658
GRK4	3.138930489
SSH2	3.138533893
RBM15	3.138485215
CHD3	3.138378268
QRICH1	3.138364813
IZUMO4	3.137102599
CIAPIN1	3.137040876
PNN	3.136435634
RNF126	3.135583124
U2SURP	3.135385952
CD24	3.135006312
EXTL2	3.134734188
CMIP	3.134523247
ZNRD1ASP	3.13449612
BAZ1B	3.134120197
CSTB	3.133206809
IARS2	3.131928331
XPO5	3.130483811
OCRL	3.130173202
PSAP	3.130105474
TMEM82	3.128306325
MATR3	3.127750453
CLMN	3.12520586
ATXN7L1	3.124842467
ABCC9	3.12399811
PM20D2	3.122722796
CUL4B	3.122160381
METTL4	3.12194252
ALDOC	3.120458364
TXNL4B	3.120286172
ZBTB11	3.119750672
CRB3	3.118988227
RCN3	3.11819949
DNAJC9	3.116457417
GPN2	3.116084914
GNL3L	3.115527874
GCLM	3.114286932
RPL35A	3.113421938
APIP	3.113100605
PLCG1	3.112743407
GNPTG	3.112687803
OGT	3.111449498
MED1	3.111157333
RBM24	3.110399156
SF3B3	3.110009291
FHL1	3.109885801
KLHL28	3.109570407
ALKBH3	3.109376744
GPR180	3.107611136
MBL1P	3.107079012
FOXN2	3.10694059
NAA30	3.105078584
FAM110B	3.10404686
SNF8	3.102428999
AP2M1	3.101072103
MBLAC2	3.100685189
TECR	3.100349356
SLTM	3.100073523
IGFBP1	3.099874981
DDIT4	3.099218475
SNHG11	3.099205067
AEBP2	3.098060068
CD9	3.097947096
MERTK	3.09774797
RPRD1B	3.097486695
MOV10	3.097317476
LEO1	3.096291191
AQP1	3.09619392
PHLDA3	3.096102266
SNX30	3.0947353
UBA1	3.09464437
MED8	3.094557297
HGF	3.093900884
POLR2F	3.093365795
SUCLG2	3.091876358
FCGBP	3.090252139
AMZ1	3.089868356
TBC1D16	3.089602784
DNAJB4	3.089394175
HMG20B	3.088971369
AMDHD1	3.088863862
NINJ1	3.088485845
ADARB1	3.088232221
C4orf33	3.086955339
MPV17L2	3.086791611
PDE4D	3.086676526
SIPA1L2	3.086667354
NUDT19	3.085935831
RIN2	3.085875592
GPATCH2	3.085177358
NOP16	3.084556482
DNMBP	3.084273491
CTNNA1	3.084250208
NPAT	3.082189973
GLRX	3.081498843
BAD	3.080851
ALKBH8	3.080345887
METRNL	3.078229544
ALPK1	3.07820659
SRSF1	3.077960142
EIF2D	3.077845217
IMP4	3.077285858
PLBD1	3.077165071
EXT1	3.077017421
C1QTNF2	3.075216839
TBCA	3.075024356
GSPT1	3.074855724
HES6	3.074354467
SMC5	3.074344152
FBL	3.074250826
DUSP23	3.072807278
C14orf119	3.071328361
SNRNP27	3.071202524
PTPN21	3.0708605
ITPA	3.070758829
GNG12	3.069710857
ADAP1	3.068317269
SCN1B	3.06772213
NDUFV3	3.067335744
TRIB3	3.06615664
PDLIM4	3.065960092
SENP6	3.065854333
NOL8	3.065500057
COBL	3.063378808
TMBIM4	3.063107843
CLYBL	3.061984743
SLC27A4	3.060274636
PIK3C2A	3.059590271
GSS	3.058117755
PDCL	3.057785019
TSPAN9	3.056849543
SLC46A3	3.056826421
PELI2	3.056333712
AHCYL1	3.05560072
LMO7	3.055403265
SFT2D2	3.055298027
WDR13	3.055063155
G6PC3	3.054012526
MAGOH	3.053760681
ABCB10	3.053380756
NPDC1	3.05275382
ZNF646	3.049650249
UPF3B	3.049524614
RNF25	3.048127449
MORC3	3.04660108
RNF19A	3.044244334
AGFG1	3.04372268
USP22	3.043596749
ZNHIT2	3.042941433
RPS19BP1	3.042755085
CLN8	3.042320832
DDX56	3.042299051
DHCR24	3.042051863
ANKRD9	3.04186018
CDC27	3.041172055
HERC3	3.040731171
ATP5IF1	3.040717056
CMPK1	3.040446272
SLC31A1	3.039162723
SPTY2D1	3.038930607
PSMB8	3.038795922
TIPIN	3.038368723
CEP120	3.038292358
KLHL3	3.037634829
STON1	3.037551295
MRPL13	3.036984366
AKAP8	3.036633401
GNAQ	3.035729009
LYZ	3.034966993
NKIRAS2	3.03418701
CSTF2	3.033694887
GPX1	3.033392336
DNAJC4	3.033338214
PIK3R3	3.032436251
TFR2	3.03112398
TM7SF2	3.028363825
KATNA1	3.027295044
FAM120A	3.02689189
C12orf49	3.026834119
PIGG	3.026632175
CEP250	3.025190192
ZNF266	3.024936696
MATK	3.024055814
PHACTR4	3.024017159
ATP7A	3.021709114
DTX4	3.021604187
CDCP1	3.021418253
DAPK3	3.020256684
HSPH1	3.018662064
ZEB2	3.018005631
RARG	3.017685967
TBRG1	3.017603431
ZWINT	3.017481987
IRF7	3.017210966
UBE2F	3.017046866
IL17RB	3.017035258
CHCHD7	3.015248576
MYH10	3.014559622
TAF9	3.014106866
ESRRG	3.013960805
EGLN2	3.013817829
RAB23	3.013504913
E2F6	3.01295173
SNTB2	3.011717003
YAP1	3.011072932
FXN	3.010059937
TMEM208	3.009571786
TCF21	3.008489856
SPART	3.007561566
KHNYN	3.007342619
SSR3	3.007209334
MAPK12	3.007046451
DOK1	3.006516983
FBXL6	3.006040124
SIGLEC1	3.005513027
NOP10	3.005454679
BLOC1S4	3.005014918
MGAT1	3.004226574
TP53INP2	3.004212664
POM121	3.003410913
PPFIA1	3.003169307
ZDHHC17	3.00311114
CTSZ	3.002054116
NUDC	3.000836898
HDAC6	3.000756464
NUCKS1	2.999823644
GNG11	2.99968008
MAPK3	2.999586258
ERGIC3	2.999401669
GXYLT1	2.999042687
UBE2J2	2.998685148
NFIB	2.997017869
GMFG	2.996992371
MARCKSL1	2.996547186
TFB1M	2.995933671
TOPORS	2.995894279
ONECUT1	2.995176766
FOLR2	2.994623485
NUDT22	2.994460587
FBXL17	2.993853651
RPS19	2.99344492
TRIM23	2.993023358
UBE3C	2.992720063
SDAD1	2.992330436
SCAF4	2.99227114
ADSL	2.991994028
TBC1D14	2.991932302
RUFY3	2.991272433
RAPGEF2	2.991236344
SOD3	2.990208083
TCERG1	2.989282605
MED28	2.988781158
PARL	2.98734729
EMC7	2.987104353
C15orf61	2.986487915
PRORSD1P	2.985183092
CSE1L	2.98482126
ASNS	2.984224694
PARP3	2.984219809
NBEAL2	2.982072515
SLC1A2	2.980607696
ZNF385A	2.979477549
AIF1	2.979105238
ACSM5	2.978857851
SLC45A3	2.978746672
COX6B2	2.97830766
ACSF3	2.977607988
KIAA1549	2.97665194
SSR1	2.976633143
PCF11	2.975889544
YES1	2.97521742
ACY3	2.973054433
PMS1	2.972636133
RPS7	2.972564893
SNX27	2.972066041
DNAJB6	2.971029738
MCRS1	2.96936924
MRPL30	2.968462627
GLT1D1	2.967846575
PRKD3	2.966544369
MID1IP1	2.965564973
AQP8	2.965438386
PPCDC	2.964701558
EMP1	2.96468293
POLR1A	2.964569012
ABCB8	2.964498776
TPI1	2.964309305
KIAA0825	2.962724187
FUBP3	2.961572792
RFX5	2.961371058
SPEG	2.960382315
C16orf96	2.958945408
CEP135	2.958503322
EIF4A3	2.958308283
LDHD	2.958162306
RRP15	2.957991786
PLEKHA7	2.957510347
CRP	2.955693329
NECAP2	2.955625962
ZC3H18	2.954639449
SMAD5	2.953652368
UGT1A10	2.953024785
LAS1L	2.952166968
CD48	2.951783085
BMP1	2.951589183
PIP5K1C	2.950903828
CYB561D2	2.948569421
RAMP1	2.948435659
EPC1	2.948080864
RNF141	2.947895124
CHRNB2	2.94727008
NUBP2	2.947256629
LBH	2.946797821
TMEM107	2.946371092
CYP4F12	2.945553067
KRTCAP2	2.944494236
SGMS1-AS1	2.94433225
RNF6	2.941902156
TXLNA	2.94185669
ITIH1	2.941382879
SERPINH1	2.941119968
ID3	2.940537217
NXT1	2.940478926
TMEM219	2.940342445
TJP3	2.940335983
DLC1	2.939140524
HGSNAT	2.9378787
FOXJ2	2.937610005
HSPB8	2.93722309
PDXDC1	2.937212486
ERBB4	2.937107464
POP7	2.937053048
POLR2H	2.936563693
SOX18	2.934281844
TPPP	2.933821224
OR5M3	2.933667777
SLC25A44	2.932968518
ALDH8A1	2.932012982
ERO1A	2.931955148
LEPR	2.931197977
RFX3	2.931027675
NCF4	2.930590926
IL10RA	2.930578152
GPANK1	2.928404003
ZXDA	2.928223213
YME1L1	2.928115658
SMC3	2.927658896
OSBPL3	2.927594561
NAIP	2.926737601
PDE12	2.925860544
ZNF329	2.925057958
VMA21	2.924699813
RBCK1	2.924141502
PRMT1	2.92321341
C1orf43	2.921960414
RNF216	2.921558799
GYS1	2.921324021
CASP3	2.919550447
FAM53A	2.919081313
PIGB	2.918474062
APTX	2.918378363
DNASE1L1	2.917657875
JARID2	2.917353149
PHKA1	2.91694701
ZMYM3	2.915380046
RPL22	2.914787577
SYNGR2	2.91426852
TADA2B	2.914217686
ADIPOR2	2.913319564
TTC21B	2.913148836
RTP3	2.912191562
ZNF687	2.910977075
PLEKHM1	2.91029615
CA8	2.909804353
RSC1A1	2.909275789
MAPK1	2.908662681
ADAM17	2.908322831
ALDH1A1	2.90814087
APPBP2	2.907369426
PSMD14	2.906812747
HDHD3	2.906773308
POLR3B	2.906493042
JUN	2.905991036
ISCU	2.904851114
MLF2	2.904503885
EPHX2	2.904149353
SLC39A3	2.903647951
DIXDC1	2.902261354
TAF15	2.901570872
HSD3B7	2.898926562
ATF5	2.898911979
GINM1	2.89883146
CHSY3	2.898615392
TMEM63B	2.898528898
ARHGAP9	2.898287463
SAT1	2.898002313
MYO1D	2.897667482
GTDC1	2.897096033
GPX7	2.89550925
TEP1	2.895141473
PPP1R8	2.894452205
PSTPIP1	2.893912311
TOR1AIP1	2.893670958
CTDSPL2	2.893351128
RGS2	2.89217874
SETD1A	2.891873434
EXOC2	2.891798344
DENND1A	2.891327025
MMP12	2.890291888
POGK	2.889867461
CNPY2	2.889187343
VPS26B	2.887079125
STRBP	2.887005613
RPN2	2.886369696
DNMT3A	2.886311302
MMGT1	2.886029683
DTNB	2.885949439
WDR37	2.884812037
AP1M1	2.884189033
SPATA22	2.883903064
MRPL14	2.88379409
CD200	2.882990813
COG4	2.88290699
DCT	2.881006985
PPM1M	2.880169846
UBD	2.879066781
PURA	2.878658513
CEBPZ	2.87814951
SATB2	2.877970984
ADIPOR1	2.877206263
MRPS11	2.876810022
CC2D2A	2.876075578
ATP6V1D	2.875561143
ZFYVE19	2.875191078
BMPR1A	2.875109706
SLAIN2	2.874723908
ATP6V1A	2.871237328
ZMAT3	2.871141863
PAPSS2	2.870717952
RPS6KB1	2.870702132
PPP4R2	2.870538931
TAGLN2	2.87047886
NOL12	2.869758011
SYF2	2.869105424
NDUFAF2	2.868717742
C8orf33	2.868438302
PCCA	2.868206755
ARNT	2.867765412
DBT	2.867669744
SMC1A	2.86722257
RABGGTA	2.866687393
CCNY	2.866566099
MRPS6	2.866353922
CAPNS1	2.865709905
FANCE	2.864756851
FARS2	2.864177735
TFAM	2.8637631
FAM98C	2.861726017
C6	2.861298864
PTPN18	2.861290004
MCFD2	2.860918541
EIF2B2	2.860845348
NIT1	2.859640347
MSLN	2.859308013
ZFYVE16	2.858442749
MAP2K4	2.857598593
SAMD4A	2.857269217
HAO2	2.85715179
CLN6	2.856901715
STX18	2.856567584
FBXW9	2.856450441
SLC3A2	2.856376618
ADAMTS6	2.855927059
EIF3D	2.855827861
RBPJ	2.854587024
ITGAX	2.854366494
GMPS	2.853871512
IPO9	2.853299734
HCFC2	2.852857589
ZNF226	2.852737003
FLNB	2.852214975
MANBAL	2.851260885
SLC25A16	2.850745038
RAPGEF5	2.849943642
PRKAG1	2.849930989
EAPP	2.849305505
EML6	2.84854017
TAX1BP1	2.847568382
FLII	2.846764557
ADH1A	2.845763793
DLG5	2.843687919
ORAI3	2.84234949
RAD9B	2.84183467
SLC25A10	2.840956481
ZNF518A	2.840884885
MED15	2.840676806
MRPL33	2.840330597
PAPSS1	2.839909596
LFNG	2.839099911
FAM155B	2.838447976
DROSHA	2.838304265
TPD52L1	2.837852339
GPSM2	2.836281895
SEC61A1	2.836239317
TUBB	2.835769768
CTPS2	2.832515067
NRDC	2.830925023
PCLO	2.83087842
SPINT2	2.830659871
SNAI2	2.83024917
GYS2	2.830198449
OGFR	2.830128048
REV1	2.829920986
RP9	2.829816481
KCNN2	2.82951183
GDAP2	2.829263913
MUS81	2.828728794
TMCO6	2.828373828
BCL10	2.828354857
AKAP1	2.828012343
RBM42	2.827708824
POGZ	2.827456483
SIN3A	2.827168906
RASA4	2.826291132
GBP5	2.826168699
UTP14C	2.825892383
LRRC2	2.824891165
TRIM72	2.824878131
HSBP1	2.824696787
GCA	2.823710348
CYP4A22	2.823528032
HMGA1	2.823212495
WIZ	2.823157507
SEMA4A	2.822297995
UBE2K	2.819959652
NUDT14	2.819876769
TRIP4	2.819726454
VEZF1	2.819135044
PDZRN3	2.818947536
SLC44A3	2.818696606
HMGCR	2.818371258
AATK	2.816832768
ZFP36	2.816615697
TRIT1	2.816578169
ARL5A	2.816352647
PPAT	2.814173466
DUSP1	2.813098615
ZNF654	2.813077549
CCNE1	2.812900168
CHCHD6	2.812460789
LYPLA2	2.811795628
FAM53C	2.810649243
GTF2A1	2.810398205
IL1RN	2.808054738
SETDB2	2.808045205
ACBD3	2.807258141
ZGPAT	2.806394288
RAB17	2.806262625
ZKSCAN3	2.805893729
POLR2B	2.805517897
PHKA2	2.805361138
ASCC2	2.804871377
TUSC1	2.804242943
GATAD1	2.803301795
EIF2B1	2.802373137
SUCO	2.802372518
NAA25	2.802059472
SSH1	2.801905472
RCOR3	2.801489741
POLR3GL	2.80144355
CCDC58	2.800836903
LIFR	2.799509929
IK	2.799487854
ZNF664	2.798672637
NEURL1	2.798440406
GSE1	2.798132651
CD53	2.797753644
MCEE	2.79765161
USHBP1	2.797246402
ZBTB43	2.796082476
ZNF790	2.795637278
RNF214	2.792988274
RPL39	2.792106291
KRIT1	2.791925413
COPG2	2.790616325
SUN2	2.789668351
SETD7	2.789661985
MPPE1	2.788376694
MUL1	2.788166244
MAD2L1BP	2.786239218
CES3	2.785956912
ARHGEF9	2.784370185
TAF4B	2.783123211
TREX1	2.783099945
KCNN4	2.782705191
IFT140	2.782580548
ECHDC3	2.782278123
SFTPD	2.78190452
PIK3C3	2.78052767
ATXN2L	2.780211408
RALB	2.779615735
MRRF	2.779204667
BCAS3	2.778169803
ARL6IP5	2.7776676
HPSE	2.776685176
ZMIZ2	2.772767809
EMP3	2.772634408
PDHB	2.772376195
MTMR6	2.772161492
MTR	2.770667581
SNX18	2.768461451
PDZD8	2.767877389
ZFP62	2.76759207
CHRNA2	2.76642102
MAP3K7	2.766134619
TGS1	2.764674333
ANK1	2.764637288
RPGRIP1L	2.763929962
PLCB4	2.762901825
AMD1	2.762574207
BAMBI	2.762333632
ZNF146	2.762272346
NDUFAF3	2.761624661
CSNK1G1	2.760915982
HDHD2	2.760765142
PHF21A	2.760586366
TCF4	2.760449169
C9orf78	2.760134837
P4HB	2.760041631
NUP85	2.75944603
FAM120C	2.758887436
NAP1L1	2.758380827
FNBP1	2.758030685
LIN7C	2.757425656
GNAS	2.757063367
SCAF1	2.756884275
TRPV2	2.756228001
CPSF4L	2.75603336
KDSR	2.755885579
FBP2	2.755473364
DUSP11	2.754765527
SIRPA	2.754457274
SMG7	2.754306727
MTHFSD	2.754067363
FABP4	2.75385645
RAB6A	2.752921535
RING1	2.752909273
HSPB7	2.752404243
F8	2.752348106
RBBP9	2.752170107
CSNK2B	2.752036085
MICALL1	2.75181087
ELP2	2.751168032
PPFIA4	2.751073267
CORO6	2.750093372
EIF5B	2.749767965
FOXK2	2.749669359
GTF3C1	2.749545064
HNF1A	2.74860624
OPA3	2.748064514
AMN	2.747604627
C8orf88	2.746899295
PIGM	2.74668951
PHF5A	2.746274339
HAUS5	2.746272113
PUSL1	2.746173715
PPIG	2.745819394
KCNE3	2.745466182
ANP32B	2.74460153
NUP160	2.744472757
DES	2.744357998
LNX2	2.744045613
ALDOB	2.743967911
TMEM60	2.743218632
MYEF2	2.742687375
TNFSF13	2.742483697
MFSD3	2.742388993
MECP2	2.74204456
TRMU	2.741346589
MUC1	2.740889228
CXorf40A	2.740229329
DEGS1	2.738785434
CHIC2	2.737888254
PHF6	2.736626282
MAP2K3	2.736078133
GNAI2	2.735885683
SPSB3	2.735287681
C6orf120	2.735199948
ISCA1	2.734872933
GJB2	2.734666498
CRLF2	2.734019115
DERL1	2.73377219
RBL2	2.732550586
RPL35	2.732236791
INHBE	2.731724179
ADAMTS13	2.730846107
KDELR1	2.730362972
FOXA1	2.730082861
TF	2.7296705
RIPPLY3	2.72923957
HSPA4L	2.728970987
C1orf115	2.728951497
CREBZF	2.728416977
TLK2	2.728234596
BCAR3	2.727432887
N4BP2L2	2.726724337
TM9SF2	2.724752014
OSTF1	2.724706607
HNRNPH2	2.724136491
EFEMP2	2.723938558
BCCIP	2.723165922
NRBP2	2.723155316
UBE2R2	2.722868388
FAM49B	2.722608965
IPO5	2.722496943
TP53BP2	2.722274805
SIPA1L3	2.721628297
SAP30BP	2.721069767
ATP2C1	2.72102627
H3-3B	2.719515593
POLR2D	2.719346312
