"","term_name","source","p_value"
"463","regulation of cellular response to stress","GO:BP",0.016753242671479
"464","regulation of actin filament bundle assembly","GO:BP",0.0169096268056603
"465","regulation of stress-activated protein kinase signaling cascade","GO:BP",0.0169156254450839
"466","protein-DNA complex subunit organization","GO:BP",0.0169156254450839
"467","regulation of proteolysis","GO:BP",0.0176454284290046
"468","positive regulation of protein serine/threonine kinase activity","GO:BP",0.0182481580313302
"469","immune response","GO:BP",0.0184414932167545
"470","regulation of cellular response to growth factor stimulus","GO:BP",0.0184619723416941
"471","negative regulation of protein phosphorylation","GO:BP",0.0185807969885812
"472","nucleosome assembly","GO:BP",0.0186585394679588
"473","inner ear development","GO:BP",0.0189997610064805
"474","regulation of angiogenesis","GO:BP",0.0190478690046111
"475","response to decreased oxygen levels","GO:BP",0.0193439533885694
"476","oxidation-reduction process","GO:BP",0.0197161939367088
"477","regulation of leukocyte apoptotic process","GO:BP",0.0199211373850401
"478","negative regulation of nucleic acid-templated transcription","GO:BP",0.0200024165252869
"479","regulation of peptidase activity","GO:BP",0.0211497666521569
"480","negative regulation of RNA biosynthetic process","GO:BP",0.0214715494200505
"481","positive regulation of macromolecule biosynthetic process","GO:BP",0.0219106334933326
"482","response to vitamin","GO:BP",0.021913623407139
"483","regulation of mitotic metaphase/anaphase transition","GO:BP",0.0231211470642703
"484","negative regulation of kinase activity","GO:BP",0.0234526500378904
"485","negative regulation of protein modification process","GO:BP",0.0236500221020293
"486","negative regulation of lymphocyte proliferation","GO:BP",0.0242942000866974
"487","negative regulation of mononuclear cell proliferation","GO:BP",0.0242942000866974
"488","ADP metabolic process","GO:BP",0.0243333354865265
"489","ERK1 and ERK2 cascade","GO:BP",0.0253861361873659
"490","contractile actin filament bundle assembly","GO:BP",0.0256772817410981
"491","stress fiber assembly","GO:BP",0.0256772817410981
"492","T cell proliferation","GO:BP",0.025764857453782
"493","attachment of spindle microtubules to kinetochore","GO:BP",0.0263169252661021
"494","peptide transport","GO:BP",0.0268440922961219
"495","heart development","GO:BP",0.0269891257143161
"496","neural crest cell development","GO:BP",0.0280591826566993
"497","regulation of metaphase/anaphase transition of cell cycle","GO:BP",0.0283839414785447
"498","negative regulation of apoptotic signaling pathway","GO:BP",0.029152712339569
"499","morphogenesis of an epithelium","GO:BP",0.0300066164242781
"500","renal system development","GO:BP",0.0303991160406929
"501","cellular response to external stimulus","GO:BP",0.0303991160406929
"502","regulation of lymphocyte apoptotic process","GO:BP",0.0311538130046485
"503","developmental growth","GO:BP",0.0315251415844982
"504","homeostatic process","GO:BP",0.0318599720877693
"505","protein-containing complex assembly","GO:BP",0.0320365885249639
"506","DNA metabolic process","GO:BP",0.0327018868045063
"507","negative regulation of axon extension involved in axon guidance","GO:BP",0.0344576742945022
"508","regulation of actomyosin structure organization","GO:BP",0.0349102739617797
"509","negative regulation of mitotic cell cycle","GO:BP",0.0349845429216413
"510","regulation of cell morphogenesis involved in differentiation","GO:BP",0.0351557020929953
"511","cell morphogenesis involved in differentiation","GO:BP",0.0359636615791502
"512","mitotic cell cycle checkpoint","GO:BP",0.0369882892934932
"513","positive regulation of cell cycle process","GO:BP",0.0373527260743313
"514","DNA replication","GO:BP",0.0373527260743313
"515","organelle localization","GO:BP",0.0385885832406547
"516","actin filament bundle organization","GO:BP",0.0389313578887202
"517","actin filament bundle assembly","GO:BP",0.0389313578887202
"518","regulation of sister chromatid segregation","GO:BP",0.0390050199464569
"519","muscle cell differentiation","GO:BP",0.0396277377017497
"520","amide transport","GO:BP",0.0399371925730692
"521","regulation of neuron differentiation","GO:BP",0.0400163386571127
"522","regulation of cyclin-dependent protein serine/threonine kinase activity","GO:BP",0.0401423029380837
"523","regulation of T cell proliferation","GO:BP",0.0402712654572803
"524","response to wounding","GO:BP",0.0420459367199338
"525","cellular response to biotic stimulus","GO:BP",0.0420814095115126
"526","intrinsic apoptotic signaling pathway","GO:BP",0.0434362893718491
"527","urogenital system development","GO:BP",0.0453597188612448
"528","negative regulation of lymphocyte activation","GO:BP",0.0457367801699558
"529","stem cell development","GO:BP",0.0457727590344567
"530","mesenchymal cell development","GO:BP",0.0457727590344567
"531","negative regulation of neurogenesis","GO:BP",0.0461852812404492
"532","actomyosin structure organization","GO:BP",0.0464208620393775
"533","kidney development","GO:BP",0.0469820977401022
"534","deoxyribonucleotide metabolic process","GO:BP",0.0471293576832906
"535","nucleobase metabolic process","GO:BP",0.0471293576832906
"536","neural crest cell migration","GO:BP",0.0481327872248192
"537","response to hypoxia","GO:BP",0.0485012023248771
"538","cellular anatomical entity","GO:CC",6.98579839654712e-94
"539","cellular_component","GO:CC",1.24190693962473e-93
"540","intracellular","GO:CC",3.5610887467094e-62
"541","cytoplasm","GO:CC",4.73548205725102e-58
"542","organelle","GO:CC",9.06182471770637e-56
"543","intracellular organelle","GO:CC",8.37766248053564e-49
"544","membrane-bounded organelle","GO:CC",9.8440268164424e-47
"545","cytosol","GO:CC",6.80072379705261e-36
"546","intracellular membrane-bounded organelle","GO:CC",4.481494320067e-34
"547","membrane","GO:CC",9.59260318355485e-25
"548","nucleus","GO:CC",2.72807372119567e-24
"549","intracellular organelle lumen","GO:CC",5.10435065714249e-24
"550","organelle lumen","GO:CC",5.10435065714249e-24
"551","membrane-enclosed lumen","GO:CC",5.10435065714249e-24
"552","extracellular region","GO:CC",5.31869331773431e-24
"553","non-membrane-bounded organelle","GO:CC",6.36459033848711e-22
"554","intracellular non-membrane-bounded organelle","GO:CC",1.05928065697078e-21
"555","extracellular space","GO:CC",6.80470007703441e-21
"556","endomembrane system","GO:CC",3.88715655206726e-19
"557","nucleoplasm","GO:CC",2.07251125000058e-18
"558","nuclear lumen","GO:CC",6.66928119971918e-18
"559","vesicle","GO:CC",8.35251371101594e-18
"560","anchoring junction","GO:CC",5.97445213666515e-17
"561","extracellular organelle","GO:CC",1.82718320283473e-16
"562","extracellular vesicle","GO:CC",3.34281990216966e-16
"563","extracellular exosome","GO:CC",4.48926513034792e-16
"564","focal adhesion","GO:CC",1.13126140503894e-13
"565","cell junction","GO:CC",1.67988309138261e-13
"566","cell-substrate junction","GO:CC",2.68221371225839e-13
"567","protein-containing complex","GO:CC",5.98142713282228e-13
"568","condensed chromosome","GO:CC",6.10722008852219e-11
"569","condensed chromosome, centromeric region","GO:CC",8.36197701185892e-11
"570","cytosolic ribosome","GO:CC",1.26073903437291e-10
"571","plasma membrane","GO:CC",1.31969874599742e-09
"572","cell periphery","GO:CC",3.48805562212146e-09
"573","chromosomal region","GO:CC",3.72800734378492e-09
"574","cytoskeleton","GO:CC",4.17028058602186e-09
"575","chromosome","GO:CC",8.16325030019563e-09
"576","condensed chromosome kinetochore","GO:CC",9.57032801606641e-09
"577","cytosolic small ribosomal subunit","GO:CC",1.1147250616659e-08
"578","endoplasmic reticulum","GO:CC",3.48440964604462e-08
"579","kinetochore","GO:CC",3.6222300897323e-08
"580","chromosome, centromeric region","GO:CC",4.46510439985465e-08
"581","supramolecular complex","GO:CC",8.01542730778477e-08
"582","extracellular matrix","GO:CC",1.77266480530899e-07
"583","collagen-containing extracellular matrix","GO:CC",1.63541505478022e-06
"584","small ribosomal subunit","GO:CC",8.56196185325986e-06
"585","spindle","GO:CC",1.52218248717236e-05
"586","ribosomal subunit","GO:CC",1.94638697622311e-05
"587","perinuclear region of cytoplasm","GO:CC",6.01139005797263e-05
"588","cytoplasmic vesicle","GO:CC",8.25897313646007e-05
"589","intrinsic component of membrane","GO:CC",8.30479809837171e-05
"590","ribosome","GO:CC",8.35603959022856e-05
"591","nucleolus","GO:CC",8.70156146601178e-05
"592","intracellular vesicle","GO:CC",9.03202814633468e-05
"593","microtubule cytoskeleton","GO:CC",0.000108839492939781
"594","integral component of membrane","GO:CC",0.000229293922563697
"595","microtubule","GO:CC",0.00028094102849851
"596","cell-cell junction","GO:CC",0.000320425095332045
"597","supramolecular polymer","GO:CC",0.000391568835394958
"598","supramolecular fiber","GO:CC",0.000561724677581295
"599","cell surface","GO:CC",0.00071997235070436
"600","condensed chromosome outer kinetochore","GO:CC",0.00077229370735229
"601","nuclear outer membrane-endoplasmic reticulum membrane network","GO:CC",0.000840527654659068
"602","nuclear envelope","GO:CC",0.0012703228297381
"603","condensed nuclear chromosome","GO:CC",0.00166726806616802
"604","nuclear chromosome","GO:CC",0.0019737224800942
"605","condensed nuclear chromosome kinetochore","GO:CC",0.00235619906108648
"606","cyclin-dependent protein kinase holoenzyme complex","GO:CC",0.0024475039919585
"607","condensed nuclear chromosome outer kinetochore","GO:CC",0.00248039381775404
"608","polymeric cytoskeletal fiber","GO:CC",0.00262238580799549
"609","synapse","GO:CC",0.00449941331688275
"610","organelle membrane","GO:CC",0.00536690280485833
"611","condensin complex","GO:CC",0.00610218262473922
"612","endoplasmic reticulum membrane","GO:CC",0.00734547805784611
"613","condensed nuclear chromosome, centromeric region","GO:CC",0.00769122648884812
"614","midbody","GO:CC",0.0105692643429682
"615","ribonucleoprotein complex","GO:CC",0.0116020831310344
"616","Golgi apparatus","GO:CC",0.0121685773732414
"617","basement membrane","GO:CC",0.0131303175492877
"618","nuclear membrane","GO:CC",0.0132692311778998
"619","axon terminus","GO:CC",0.0180970434152565
"620","spindle pole","GO:CC",0.0184148519921417
"621","mitotic spindle","GO:CC",0.0223774683198943
"622","intrinsic component of plasma membrane","GO:CC",0.0269305002685573
"623","intercellular bridge","GO:CC",0.0271910964314395
"624","endoplasmic reticulum lumen","GO:CC",0.030766964975153
"625","secretory vesicle","GO:CC",0.0318520449225041
"626","neuron projection terminus","GO:CC",0.039634044057465
"627","nuclear periphery","GO:CC",0.043999830382319
"628","membrane region","GO:CC",0.0449170685082927
"629","nuclear matrix","GO:CC",0.046459220421949
"630","molecular_function","GO:MF",7.88758710962208e-93
"631","binding","GO:MF",1.96956115496701e-75
"632","protein binding","GO:MF",9.46839019051037e-63
"633","cell adhesion molecule binding","GO:MF",2.5775284132312e-12
"634","enzyme binding","GO:MF",8.77987773121371e-12
"635","signaling receptor binding","GO:MF",1.9344800540581e-10
"636","kinase binding","GO:MF",2.21374936643601e-10
"637","identical protein binding","GO:MF",1.37109702336121e-09
"638","RNA binding","GO:MF",1.01429637823719e-07
"639","organic cyclic compound binding","GO:MF",1.04715006211121e-07
"640","catalytic activity","GO:MF",1.17010924456238e-07
"641","protein kinase binding","GO:MF",1.91876857833513e-07
"642","heterocyclic compound binding","GO:MF",2.02019614903998e-07
"643","structural constituent of ribosome","GO:MF",1.66550769694381e-06
"644","anion binding","GO:MF",2.90769112067914e-06
"645","protein-containing complex binding","GO:MF",1.38504154762854e-05
"646","structural molecule activity","GO:MF",1.51502652457961e-05
"647","nucleic acid binding","GO:MF",4.96408664163926e-05
"648","ion binding","GO:MF",0.000115827069811539
"649","sulfur compound binding","GO:MF",0.000144370389583894
"650","molecular function regulator","GO:MF",0.000145212362813793
"651","cyclin-dependent protein serine/threonine kinase regulator activity","GO:MF",0.000175976823619339
"652","receptor ligand activity","GO:MF",0.000217568993570373
"653","signaling receptor activator activity","GO:MF",0.000297927007891643
"654","protein domain specific binding","GO:MF",0.000419239177760455
"655","cadherin binding","GO:MF",0.000602089211826995
"656","enzyme regulator activity","GO:MF",0.000948488505198683
"657","integrin binding","GO:MF",0.00102815608290985
"658","kinase regulator activity","GO:MF",0.00204055470864544
"659","receptor regulator activity","GO:MF",0.00241927552451969
"660","extracellular matrix binding","GO:MF",0.00257189835406683
"661","carbohydrate derivative binding","GO:MF",0.0031520002701398
"662","heparan sulfate binding","GO:MF",0.00332478320252137
"663","transcription factor binding","GO:MF",0.00454707837634321
"664","growth factor activity","GO:MF",0.00540467284316841
"665","small molecule binding","GO:MF",0.00660293220076771
"666","kinase activity","GO:MF",0.00934661754805298
"667","cytoskeletal protein binding","GO:MF",0.0096609736984415
"668","heparin binding","GO:MF",0.0121927312881202
"669","microtubule binding","GO:MF",0.0131124616258689
"670","chemoattractant activity","GO:MF",0.0142400149073148
"671","supercoiled DNA binding","GO:MF",0.0159604774642046
"672","protein kinase regulator activity","GO:MF",0.0171056564780435
"673","protein C-terminus binding","GO:MF",0.0186723796095961
"674","semaphorin receptor binding","GO:MF",0.02574328670292
"675","3'-5' DNA helicase activity","GO:MF",0.0279810774517622
"676","chromatin binding","GO:MF",0.0319149676915493
"677","protein dimerization activity","GO:MF",0.0363428805759157
"678","catalytic activity, acting on a protein","GO:MF",0.0395304045720694
"679","transferase activity, transferring phosphorus-containing groups","GO:MF",0.040020210610864
"680","glycosaminoglycan binding","GO:MF",0.041669040009899
"681","KEGG root term","KEGG",2.41316911992617e-18
"682","Cell cycle","KEGG",1.58309199358577e-07
"683","Ribosome","KEGG",3.26368013428063e-07
"684","p53 signaling pathway","KEGG",1.52278661778242e-05
"685","Pathways in cancer","KEGG",1.9759034284793e-05
"686","Glutathione metabolism","KEGG",2.72566957408088e-05
"687","Biosynthesis of amino acids","KEGG",6.01762113010597e-05
"688","MicroRNAs in cancer","KEGG",6.26552748384834e-05
"689","Cellular senescence","KEGG",0.000123015911131936
"690","Small cell lung cancer","KEGG",0.000158016921627116
"691","Central carbon metabolism in cancer","KEGG",0.000345258326717606
"692","Proteoglycans in cancer","KEGG",0.000599312600033651
"693","Melanoma","KEGG",0.00105626956898684
"694","Human T-cell leukemia virus 1 infection","KEGG",0.00138390838556802
"695","Thyroid hormone signaling pathway","KEGG",0.00174784161249764
"696","AGE-RAGE signaling pathway in diabetic complications","KEGG",0.00200258583562713
"697","Human papillomavirus infection","KEGG",0.00430218594762001
"698","Hepatocellular carcinoma","KEGG",0.00662247534096289
"699","PI3K-Akt signaling pathway","KEGG",0.00815072972439552
"700","HIF-1 signaling pathway","KEGG",0.00889143682114588
"701","Breast cancer","KEGG",0.0092866979494327
"702","Platinum drug resistance","KEGG",0.0101818152271049
"703","Influenza A","KEGG",0.0115550925032954
"704","Glioma","KEGG",0.0158812489660237
"705","Measles","KEGG",0.0163602566936646
"706","Hepatitis C","KEGG",0.0183483976402206
"707","Kaposi sarcoma-associated herpesvirus infection","KEGG",0.0186488177387542
"708","Apoptosis","KEGG",0.0241624390038769
"709","Gastric cancer","KEGG",0.0241624390038769
"710","Glycolysis / Gluconeogenesis","KEGG",0.0247944029848924
"711","Thyroid cancer","KEGG",0.0293467544512805
"712","Carbon metabolism","KEGG",0.0307055628682915
"713","Transcriptional misregulation in cancer","KEGG",0.0315192296289693
"714","Acute myeloid leukemia","KEGG",0.0331094429404449
"715","Chronic myeloid leukemia","KEGG",0.0357276079616616
"716","DNA replication","KEGG",0.0360913827002138
"717","Drug metabolism - other enzymes","KEGG",0.0385587162623017
"718","REACTOME root term","REAC",5.12088305916774e-35
"719","Cell Cycle","REAC",2.76770832114233e-17
"720","Cell Cycle, Mitotic","REAC",3.47357512214376e-16
"721","SRP-dependent cotranslational protein targeting to membrane","REAC",2.179844573078e-13
"722","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","REAC",8.4657834263576e-12
"723","L13a-mediated translational silencing of Ceruloplasmin expression","REAC",1.01279613830624e-11
"724","Viral mRNA Translation","REAC",1.12147923617015e-11
"725","Peptide chain elongation","REAC",1.12147923617015e-11
"726","Selenocysteine synthesis","REAC",2.85891075871482e-11
"727","Response of EIF2AK4 (GCN2) to amino acid deficiency","REAC",3.69878402932898e-11
"728","Eukaryotic Translation Elongation","REAC",3.86718654463161e-11
"729","Eukaryotic Translation Termination","REAC",3.86718654463161e-11
"730","Formation of a pool of free 40S subunits","REAC",4.90425506617101e-11
"731","Cap-dependent Translation Initiation","REAC",8.08511151221525e-11
"732","Eukaryotic Translation Initiation","REAC",8.08511151221525e-11
"733","Metabolism","REAC",9.05169646085233e-11
"734","GTP hydrolysis and joining of the 60S ribosomal subunit","REAC",9.66613856416719e-11
"735","Selenoamino acid metabolism","REAC",1.89563390673712e-10
"736","Nonsense-Mediated Decay (NMD)","REAC",1.37489715882634e-09
"737","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","REAC",1.37489715882634e-09
"738","Cellular responses to external stimuli","REAC",2.61650009959962e-09
"739","Cellular responses to stress","REAC",2.92109978350751e-09
"740","Translation initiation complex formation","REAC",2.71196498113354e-08
"741","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REAC",3.84393656040537e-08
"742","Influenza Viral RNA Transcription and Replication","REAC",4.18716505785568e-08
"743","Axon guidance","REAC",4.29023184067021e-08
"744","Disease","REAC",6.27830758999751e-08
"745","M Phase","REAC",7.73570400284278e-08
"746","Mitotic Prometaphase","REAC",1.08331861683842e-07
"747","Nervous system development","REAC",2.23070457222289e-07
"748","Ribosomal scanning and start codon recognition","REAC",2.56382966611196e-07
"749","Formation of the ternary complex, and subsequently, the 43S complex","REAC",3.16490084950514e-07
"750","Developmental Biology","REAC",4.69859025824387e-07
"751","Major pathway of rRNA processing in the nucleolus and cytosol","REAC",9.43693486979036e-07
"752","Influenza Infection","REAC",1.0025530950049e-06
"753","rRNA processing in the nucleus and cytosol","REAC",3.7166922325264e-06
"754","rRNA processing","REAC",7.07812446880852e-06
"755","Metabolism of proteins","REAC",9.93122770106499e-06
"756","Translation","REAC",1.11803854982802e-05
"757","Regulation of expression of SLITs and ROBOs","REAC",1.23664189324326e-05
"758","Senescence-Associated Secretory Phenotype (SASP)","REAC",1.59282554689576e-05
"759","Cellular Senescence","REAC",2.98938461851158e-05
"760","Infectious disease","REAC",4.66587623858014e-05
"761","Metabolism of amino acids and derivatives","REAC",5.29000287301546e-05
"762","Resolution of Sister Chromatid Cohesion","REAC",6.81152531367493e-05
"763","EML4 and NUDC in mitotic spindle formation","REAC",0.000102609853635862
"764","RHO GTPases Activate Formins","REAC",0.000110809727657664
"765","Mitotic G1 phase and G1/S transition","REAC",0.000136786314349428
"766","Cell Cycle Checkpoints","REAC",0.000288800777862074
"767","RHO GTPase Effectors","REAC",0.000345095715335392
"768","Signaling by ROBO receptors","REAC",0.000426033850044285
"769","Signal Transduction","REAC",0.000443209565034245
"770","Amplification of signal from the kinetochores","REAC",0.000475768709445275
"771","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","REAC",0.000475768709445275
"772","Immune System","REAC",0.00128193059041385
"773","Mitotic Spindle Checkpoint","REAC",0.00130018970136021
"774","Signaling by Rho GTPases","REAC",0.00173645243759127
"775","Extracellular matrix organization","REAC",0.00207111694483401
"776","Condensation of Prometaphase Chromosomes","REAC",0.00264921905638619
"777","Oxidative Stress Induced Senescence","REAC",0.00402084833158513
"778","Cytokine Signaling in Immune system","REAC",0.00625001621085651
"779","Metabolism of nucleotides","REAC",0.00744191209548837
"780","Non-integrin membrane-ECM interactions","REAC",0.00772971858678261
"781","Signaling by Non-Receptor Tyrosine Kinases","REAC",0.0108771741606654
"782","Signaling by PTK6","REAC",0.0108771741606654
"783","Mitotic Anaphase","REAC",0.0115079558693371
"784","Mitotic Metaphase and Anaphase","REAC",0.0124889842768318
"785","G1/S Transition","REAC",0.0131051638823419
"786","Interleukin-4 and Interleukin-13 signaling","REAC",0.014351096730455
"787","Metabolism of lipids","REAC",0.0158987604470892
"788","Mitotic Prophase","REAC",0.0198632764165219
"789","Separation of Sister Chromatids","REAC",0.0302737866249507
"790","Meiotic synapsis","REAC",0.0341185808987981
"791","Laminin interactions","REAC",0.0384801349442657
"792","Condensation of Prophase Chromosomes","REAC",0.0384801349442657
"793","Signaling by Interleukins","REAC",0.041114734398464
"794","Transcriptional Regulation by TP53","REAC",0.0472965038292779
"795","Deposition of new CENPA-containing nucleosomes at the centromere","REAC",0.0476327955591239
"796","Nucleosome assembly","REAC",0.0476327955591239
"797","PRC2 methylates histones and DNA","REAC",0.0496025834237298
"798","WIKIPATHWAYS","WP",1.4385681443535e-39
"799","Cytoplasmic Ribosomal Proteins","WP",3.66439648668731e-11
"800","VEGFA-VEGFR2 Signaling Pathway","WP",1.07552381509741e-09
"801","Retinoblastoma Gene in Cancer","WP",3.88840086258654e-09
"802","Cell Cycle","WP",3.11634810179902e-06
"803","HIF1A and PPARG regulation of glycolysis","WP",1.81433363665193e-05
"804","IL-18 signaling pathway","WP",4.78108091545566e-05
"805","miRNA Regulation of DNA Damage Response","WP",0.000265336946708982
"806","Spinal Cord Injury","WP",0.000270898749392207
"807","Small cell lung cancer","WP",0.000411987091919401
"808","Pathways in clear cell renal cell carcinoma","WP",0.00044712657566337
"809","Cori Cycle","WP",0.000608191944790881
"810","Fluoropyrimidine Activity","WP",0.00183393207429283
"811","Computational Model of Aerobic Glycolysis","WP",0.00192680102180076
"812","Adipogenesis","WP",0.00218675084718663
"813","G1 to S cell cycle control","WP",0.00243940233206283
"814","DNA Damage Response","WP",0.00291090898625442
"815","Metabolic reprogramming in colon cancer","WP",0.00447484717019712
"816","PI3K-Akt Signaling Pathway","WP",0.0056489152535708
"817","Glutathione metabolism","WP",0.00916453407827752
"818","Oncostatin M Signaling Pathway","WP",0.0119375545308759
"819","Prolactin Signaling Pathway","WP",0.0122232438527399
"820","Nuclear Receptors Meta-Pathway","WP",0.0187738140466264
"821","Breast cancer pathway","WP",0.0322681251969339
"822","Focal Adhesion-PI3K-Akt-mTOR-signaling pathway","WP",0.0390446106637723
"823","Endometrial cancer","WP",0.0397401580942526
"824","Glycolysis and Gluconeogenesis","WP",0.0402091896686315
"825","Melanoma","WP",0.0459982076732372
"826","Integrated Cancer Pathway","WP",0.0483272754455627
"827","One carbon metabolism and related pathways","WP",0.0483272754455627
"828","Prader-Willi and Angelman Syndrome","WP",0.0483272754455627
